signal_time,coin,tier,regime,hold_h,outcome,pnl_pct,entry,exit
2024-07-30 05:00:00,MATICUSDT,B,TRENDING,4,OPEN,-1.46,0.5241,0.5169
2024-07-30 05:00:00,MATICUSDT,B,TRENDING,12,STOP,-4.072,0.5241,0.5032
2024-07-30 05:00:00,MATICUSDT,B,TRENDING,24,STOP,-4.072,0.5241,0.5032
2023-06-09 07:00:00,ARBUSDT,B,RANGING,4,OPEN,-0.301,1.142,1.1395
2023-06-09 07:00:00,ARBUSDT,B,RANGING,12,OPEN,-1.185,1.142,1.1294
2023-06-09 07:00:00,ARBUSDT,B,RANGING,24,STOP,-3.355,1.142,1.1046
2023-06-13 07:00:00,ARBUSDT,B,RANGING,4,OPEN,-2.012,1.0095,0.99
2023-06-13 07:00:00,ARBUSDT,B,RANGING,12,OPEN,-2.259,1.0095,0.9875
2023-06-13 07:00:00,ARBUSDT,B,RANGING,24,OPEN,-1.774,1.0095,0.9924
2023-06-30 00:00:00,ARBUSDT,B,RANGING,4,OPEN,0.208,1.1613,1.1647
2023-06-30 00:00:00,ARBUSDT,B,RANGING,12,STOP,-4.568,1.1613,1.1092
2023-06-30 00:00:00,ARBUSDT,B,RANGING,24,STOP,-4.568,1.1613,1.1092
2023-07-04 03:00:00,ARBUSDT,B,TRENDING,4,OPEN,-0.909,1.1803,1.1706
2023-07-04 03:00:00,ARBUSDT,B,TRENDING,12,OPEN,-1.781,1.1803,1.1603
2023-07-04 03:00:00,ARBUSDT,B,TRENDING,24,STOP,-2.678,1.1803,1.1497
2023-07-08 00:00:00,ARBUSDT,B,RANGING,4,OPEN,-1.065,1.1387,1.1275
2023-07-08 00:00:00,ARBUSDT,B,RANGING,12,OPEN,-0.933,1.1387,1.129
2023-07-08 00:00:00,ARBUSDT,B,RANGING,24,OPEN,-0.758,1.1387,1.131
2023-07-16 09:00:00,ARBUSDT,B,TRENDING,4,OPEN,-1.46,1.3018,1.2839
2023-07-16 09:00:00,ARBUSDT,B,TRENDING,12,OPEN,-2.55,1.3018,1.2697
2023-07-16 09:00:00,ARBUSDT,B,TRENDING,24,OPEN,-1.123,1.3018,1.2883
2023-07-17 04:00:00,ARBUSDT,A,RANGING,4,OPEN,-2.365,1.3214,1.2912
2023-07-17 04:00:00,ARBUSDT,A,RANGING,12,STOP,-5.42,1.3214,1.2508
2023-07-17 04:00:00,ARBUSDT,A,RANGING,24,STOP,-5.42,1.3214,1.2508
2023-08-12 07:00:00,ARBUSDT,B,RANGING,4,OPEN,0.096,1.1599,1.162
2023-08-12 07:00:00,ARBUSDT,B,RANGING,12,OPEN,0.079,1.1599,1.1618
2023-08-12 07:00:00,ARBUSDT,B,RANGING,24,OPEN,0.243,1.1599,1.1637
2023-08-16 00:00:00,ARBUSDT,A,RANGING,4,OPEN,-0.999,1.1313,1.1209
2023-08-16 00:00:00,ARBUSDT,A,RANGING,12,STOP,-2.448,1.1313,1.1045
2023-08-16 00:00:00,ARBUSDT,A,RANGING,24,STOP,-2.448,1.1313,1.1045
2023-09-12 00:00:00,ARBUSDT,C,TRENDING,4,OPEN,-0.227,0.7706,0.7695
2023-09-12 00:00:00,ARBUSDT,C,TRENDING,12,OPEN,1.083,0.7706,0.7796
2023-09-12 00:00:00,ARBUSDT,C,TRENDING,24,OPEN,1.498,0.7706,0.7828
2023-09-29 06:00:00,ARBUSDT,C,TRENDING,4,OPEN,-0.284,0.8983,0.8965
2023-09-29 06:00:00,ARBUSDT,C,TRENDING,12,OPEN,0.572,0.8983,0.9042
2023-09-29 06:00:00,ARBUSDT,C,TRENDING,24,OPEN,-0.429,0.8983,0.8952
2023-10-26 03:00:00,ARBUSDT,A,TRENDING,4,OPEN,2.119,0.953,0.9739
2023-10-26 03:00:00,ARBUSDT,A,TRENDING,12,OPEN,-1.949,0.953,0.9352
2023-10-26 03:00:00,ARBUSDT,A,TRENDING,24,OPEN,-4.025,0.953,0.9154
2023-11-03 16:00:00,ARBUSDT,B,TRENDING,4,OPEN,2.257,1.0363,1.0606
2023-11-03 16:00:00,ARBUSDT,B,TRENDING,12,OPEN,1.833,1.0363,1.0562
2023-11-03 16:00:00,ARBUSDT,B,TRENDING,24,OPEN,4.06,1.0363,1.0792
2023-11-25 03:00:00,ARBUSDT,C,TRENDING,4,OPEN,-0.651,1.0707,1.0645
2023-11-25 03:00:00,ARBUSDT,C,TRENDING,12,OPEN,-1.052,1.0707,1.0603
2023-11-25 03:00:00,ARBUSDT,C,TRENDING,24,OPEN,-0.296,1.0707,1.0683
2023-12-07 04:00:00,ARBUSDT,C,TRENDING,4,STOP,-2.967,1.0808,1.0496
2023-12-07 04:00:00,ARBUSDT,C,TRENDING,12,STOP,-2.967,1.0808,1.0496
2023-12-07 04:00:00,ARBUSDT,C,TRENDING,24,STOP,-2.967,1.0808,1.0496
2023-12-12 02:00:00,ARBUSDT,C,TRENDING,4,OPEN,2.671,1.1362,1.1675
2023-12-12 02:00:00,ARBUSDT,C,TRENDING,12,OPEN,0.226,1.1362,1.1397
2023-12-12 02:00:00,ARBUSDT,C,TRENDING,24,OPEN,-0.82,1.1362,1.1278
2023-12-19 12:00:00,ARBUSDT,B,TRENDING,4,STOP,-0.093,1.0917,1.0915
2023-12-19 12:00:00,ARBUSDT,B,TRENDING,12,STOP,-0.093,1.0917,1.0915
2023-12-19 12:00:00,ARBUSDT,B,TRENDING,24,STOP,-0.093,1.0917,1.0915
2024-03-10 07:00:00,ARBUSDT,B,TRENDING,4,STOP,-1.542,2.0866,2.0561
2024-03-10 07:00:00,ARBUSDT,B,TRENDING,12,STOP,-1.542,2.0866,2.0561
2024-03-10 07:00:00,ARBUSDT,B,TRENDING,24,STOP,-1.542,2.0866,2.0561
2024-03-13 00:00:00,ARBUSDT,B,TRENDING,4,OPEN,4.185,2.0709,2.1592
2024-03-13 00:00:00,ARBUSDT,B,TRENDING,12,OPEN,3.335,2.0709,2.1416
2024-03-13 00:00:00,ARBUSDT,B,TRENDING,24,OPEN,1.845,2.0709,2.1107
2024-03-15 00:00:00,ARBUSDT,C,TRENDING,4,STOP,-1.371,1.944,1.9189
2024-03-15 00:00:00,ARBUSDT,C,TRENDING,12,STOP,-1.371,1.944,1.9189
2024-03-15 00:00:00,ARBUSDT,C,TRENDING,24,STOP,-1.371,1.944,1.9189
2024-04-09 12:00:00,ARBUSDT,C,TRENDING,4,OPEN,-0.73,1.5291,1.5192
2024-04-09 12:00:00,ARBUSDT,C,TRENDING,12,STOP,-2.004,1.5291,1.4997
2024-04-09 12:00:00,ARBUSDT,C,TRENDING,24,STOP,-2.004,1.5291,1.4997
2024-04-22 00:00:00,ARBUSDT,C,RANGING,4,TARGET,3.384,1.1939,1.2352
2024-04-22 00:00:00,ARBUSDT,C,RANGING,12,TARGET,3.384,1.1939,1.2352
2024-04-22 00:00:00,ARBUSDT,C,RANGING,24,TARGET,3.384,1.1939,1.2352
2024-05-01 12:00:00,ARBUSDT,B,TRENDING,4,OPEN,2.391,1.0216,1.0469
2024-05-01 12:00:00,ARBUSDT,B,TRENDING,12,OPEN,-1.267,1.0216,1.0095
2024-05-01 12:00:00,ARBUSDT,B,TRENDING,24,OPEN,0.67,1.0216,1.0293
2024-05-18 00:00:00,ARBUSDT,B,TRENDING,4,OPEN,-0.464,1.0238,1.0199
2024-05-18 00:00:00,ARBUSDT,B,TRENDING,12,OPEN,-1.616,1.0238,1.0081
2024-05-18 00:00:00,ARBUSDT,B,TRENDING,24,OPEN,-0.103,1.0238,1.0236
2024-05-20 00:00:00,ARBUSDT,A,RANGING,4,TARGET,1.491,0.9696,0.9848
2024-05-20 00:00:00,ARBUSDT,A,RANGING,12,TARGET,1.491,0.9696,0.9848
2024-05-20 00:00:00,ARBUSDT,A,RANGING,24,TARGET,1.491,0.9696,0.9848
2024-05-28 00:00:00,ARBUSDT,B,RANGING,4,STOP,-0.116,1.2068,1.2063
2024-05-28 00:00:00,ARBUSDT,B,RANGING,12,STOP,-0.116,1.2068,1.2063
2024-05-28 00:00:00,ARBUSDT,B,RANGING,24,STOP,-0.116,1.2068,1.2063
2024-06-01 21:00:00,ARBUSDT,B,RANGING,4,OPEN,-0.539,1.135,1.1298
2024-06-01 21:00:00,ARBUSDT,B,RANGING,12,STOP,-1.631,1.135,1.1174
2024-06-01 21:00:00,ARBUSDT,B,RANGING,24,STOP,-1.631,1.135,1.1174
2024-06-03 00:00:00,ARBUSDT,A,RANGING,4,OPEN,0.451,1.1275,1.1335
2024-06-03 00:00:00,ARBUSDT,A,RANGING,12,OPEN,-0.949,1.1275,1.1177
2024-06-03 00:00:00,ARBUSDT,A,RANGING,24,OPEN,-1.986,1.1275,1.106
2024-06-05 00:00:00,ARBUSDT,C,TRENDING,4,OPEN,0.494,1.1165,1.1229
2024-06-05 00:00:00,ARBUSDT,C,TRENDING,12,OPEN,-0.723,1.1165,1.1093
2024-06-05 00:00:00,ARBUSDT,C,TRENDING,24,OPEN,0.333,1.1165,1.1211
2024-06-19 01:00:00,ARBUSDT,B,TRENDING,4,OPEN,-1.0,0.8278,0.8201
2024-06-19 01:00:00,ARBUSDT,B,TRENDING,12,OPEN,-2.654,0.8278,0.8065
2024-06-19 01:00:00,ARBUSDT,B,TRENDING,24,OPEN,-1.531,0.8278,0.8157
2024-06-22 16:00:00,ARBUSDT,B,RANGING,4,OPEN,0.008,0.8063,0.8071
2024-06-22 16:00:00,ARBUSDT,B,RANGING,12,OPEN,0.169,0.8063,0.8084
2024-06-22 16:00:00,ARBUSDT,B,RANGING,24,STOP,-2.532,0.8063,0.7866
2024-07-07 12:00:00,ARBUSDT,A,RANGING,4,STOP,0.975,0.6661,0.6732
2024-07-07 12:00:00,ARBUSDT,A,RANGING,12,STOP,0.975,0.6661,0.6732
2024-07-07 12:00:00,ARBUSDT,A,RANGING,24,STOP,0.975,0.6661,0.6732
2024-07-31 00:00:00,ARBUSDT,C,TRENDING,4,OPEN,1.027,0.678,0.6856
2024-07-31 00:00:00,ARBUSDT,C,TRENDING,12,OPEN,0.011,0.678,0.6787
2024-07-31 00:00:00,ARBUSDT,C,TRENDING,24,STOP,-2.716,0.678,0.6602
2024-09-08 04:00:00,ARBUSDT,A,RANGING,4,OPEN,0.332,0.5068,0.5089
2024-09-08 04:00:00,ARBUSDT,A,RANGING,12,OPEN,-0.851,0.5068,0.5029
2024-09-08 04:00:00,ARBUSDT,A,RANGING,24,OPEN,0.608,0.5068,0.5103
2024-12-04 06:00:00,ARBUSDT,A,RANGING,4,OPEN,0.9,1.1046,1.1154
2024-12-04 06:00:00,ARBUSDT,A,RANGING,12,OPEN,4.826,1.1046,1.1588
2024-12-04 06:00:00,ARBUSDT,A,RANGING,24,OPEN,3.469,1.1046,1.1438
