signal_time,entry_time,coin,entry_price,stop_price,target_price,stop_dist_pct,beta_4h,vol_zscore,regime,confidence,tier,leverage,rr,is_new
2023-10-31 00:00:00,2023-10-31 02:00:00,AVAXUSDT,11.514,11.264395,11.888407,2.168,0.094,1.908,RANGING,74.3,B,11,1.5,False
2023-11-01 13:00:00,2023-11-01 15:00:00,NEARUSDT,1.456,1.316385,1.665422,9.589,0.19,1.448,RANGING,57.7,B,2,1.5,True
2023-11-01 13:00:00,2023-11-01 15:00:00,SOLUSDT,40.594,37.570205,45.129693,7.449,-0.218,1.167,RANGING,72.5,B,3,1.5,False
2023-11-01 18:00:00,2023-11-01 20:00:00,APTUSDT,7.247,6.79983,7.917755,6.17,-4.091,3.382,RANGING,100.0,A,4,1.5,True
2023-11-01 18:00:00,2023-11-01 20:00:00,LINKUSDT,11.609,10.59277,13.133345,8.754,-2.546,1.904,RANGING,83.6,A,2,1.5,True
2023-11-01 18:00:00,2023-11-01 20:00:00,DOTUSDT,4.787,4.299395,5.518408,10.186,-7.537,3.224,RANGING,100.0,A,2,1.5,True
2023-11-01 18:00:00,2023-11-01 20:00:00,BNBUSDT,228.73,221.3079,239.86315,3.245,-0.835,1.91,RANGING,83.7,A,7,1.5,False
2023-11-01 18:00:00,2023-11-01 20:00:00,OPUSDT,1.4552,1.336981,1.632528,8.124,-5.76,2.238,RANGING,88.6,A,3,1.5,True
2023-11-01 18:00:00,2023-11-01 20:00:00,INJUSDT,15.022,13.375785,17.491323,10.959,-5.399,1.797,RANGING,82.0,A,2,1.5,True
2023-11-01 18:00:00,2023-11-01 20:00:00,AVAXUSDT,12.119,10.82162,14.06507,10.705,-9.567,4.513,RANGING,100.0,A,2,1.5,False
2023-11-01 18:00:00,2023-11-01 20:00:00,ATOMUSDT,7.952,7.497325,8.634012,5.718,-4.188,2.553,RANGING,93.3,A,4,1.5,True
2023-11-01 18:00:00,2023-11-01 20:00:00,ARBUSDT,1.0386,0.917092,1.220863,11.699,-5.297,2.475,RANGING,92.1,A,2,1.5,False
2023-11-01 18:00:00,2023-11-01 20:00:00,ETHUSDT,1857.37,1773.81635,1982.700475,4.498,-1.359,1.71,RANGING,80.6,A,5,1.5,False
2023-11-01 18:00:00,2023-11-01 20:00:00,LTCUSDT,69.91,66.1874,75.4939,5.325,-1.878,1.759,RANGING,81.4,A,4,1.5,True
2023-11-01 18:00:00,2023-11-01 20:00:00,NEARUSDT,1.517,1.316385,1.817922,13.224,-8.633,1.337,RANGING,75.1,A,1,1.5,True
2023-11-02 12:00:00,2023-11-02 14:00:00,NEARUSDT,1.495,1.445735,1.568898,3.295,-6.421,1.969,TRENDING,59.5,B,7,1.5,True
2023-11-02 13:00:00,2023-11-02 15:00:00,INJUSDT,14.494,14.3877,14.65345,0.733,-0.244,1.785,TRENDING,56.8,B,34,1.5,True
2023-11-06 10:00:00,2023-11-06 12:00:00,INJUSDT,17.669,15.5817,20.79995,11.813,-3.53,2.287,RANGING,89.3,A,2,1.5,True
2023-11-07 00:00:00,2023-11-07 02:00:00,APTUSDT,7.337,6.778935,8.174098,7.606,-0.978,2.858,RANGING,97.9,A,3,1.5,True
2023-11-08 02:00:00,2023-11-08 04:00:00,LINKUSDT,13.426,12.466355,14.865468,7.148,-1.333,2.056,TRENDING,60.8,B,3,1.5,True
2023-11-08 10:00:00,2023-11-08 12:00:00,LTCUSDT,73.5,72.16735,75.498975,1.813,-3.034,1.559,RANGING,78.4,A,13,1.5,True
2023-11-10 08:00:00,2023-11-10 10:00:00,AVAXUSDT,13.344,12.255415,14.976878,8.158,-2.415,1.181,RANGING,72.7,B,3,1.5,False
2023-11-11 01:00:00,2023-11-11 03:00:00,APTUSDT,7.381,7.027685,7.910973,4.787,-1.671,3.674,TRENDING,75.0,A,5,1.5,True
2023-11-12 17:00:00,2023-11-12 19:00:00,MATICUSDT,0.8799,0.81789,0.972915,7.047,-6.126,3.633,RANGING,100.0,A,3,1.5,False
2023-11-23 09:00:00,2023-11-23 11:00:00,LTCUSDT,69.25,68.48585,70.396225,1.103,-4.608,1.703,TRENDING,55.5,B,22,1.5,True
2023-11-25 20:00:00,2023-11-25 22:00:00,LTCUSDT,71.79,70.39625,73.880625,1.941,0.092,1.837,RANGING,73.4,B,12,1.5,True
2023-11-25 20:00:00,2023-11-25 22:00:00,INJUSDT,17.28,15.86627,19.400595,8.181,-2.271,1.294,RANGING,74.4,B,3,1.5,True
2023-11-25 21:00:00,2023-11-25 23:00:00,INJUSDT,17.102,15.86627,18.955595,7.226,-0.824,1.171,RANGING,72.6,B,3,1.5,True
2023-12-02 07:00:00,2023-12-02 09:00:00,NEARUSDT,1.978,1.849705,2.170442,6.486,-0.47,4.478,TRENDING,75.0,A,3,1.5,True
2023-12-04 20:00:00,2023-12-04 22:00:00,AVAXUSDT,22.178,20.151735,25.217398,9.136,-0.625,1.671,TRENDING,55.1,B,2,1.5,False
2023-12-04 22:00:00,2023-12-05 00:00:00,NEARUSDT,2.287,2.05567,2.633995,10.115,-0.89,1.952,TRENDING,59.3,B,2,1.5,True
2023-12-07 04:00:00,2023-12-07 06:00:00,LTCUSDT,73.71,71.80915,76.561275,2.579,-1.156,3.303,TRENDING,75.0,A,9,1.5,True
2023-12-08 16:00:00,2023-12-08 18:00:00,DOTUSDT,6.622,6.14114,7.34329,7.262,-1.039,2.34,RANGING,90.1,A,3,1.5,True
2023-12-09 06:00:00,2023-12-09 08:00:00,SOLUSDT,75.767,71.35742,82.38137,5.82,-6.449,2.414,TRENDING,66.2,B,4,1.5,False
2023-12-09 06:00:00,2023-12-09 08:00:00,AVAXUSDT,32.608,26.887885,41.188172,17.542,-1.837,1.703,TRENDING,55.5,B,1,1.5,False
2023-12-09 08:00:00,2023-12-09 10:00:00,ATOMUSDT,11.099,10.2883,12.31505,7.304,-0.248,3.063,TRENDING,75.0,A,3,1.5,True
2023-12-09 08:00:00,2023-12-09 10:00:00,OPUSDT,2.1346,2.081242,2.214638,2.5,-1.266,4.691,TRENDING,75.0,A,10,1.5,True
2023-12-09 12:00:00,2023-12-09 14:00:00,LTCUSDT,77.43,76.3364,79.0704,1.412,-0.403,1.136,RANGING,72.0,B,17,1.5,True
2023-12-09 14:00:00,2023-12-09 16:00:00,NEARUSDT,2.49,2.18104,2.95344,12.408,-2.177,2.692,RANGING,95.4,A,2,1.5,True
2023-12-09 14:00:00,2023-12-09 16:00:00,INJUSDT,19.267,18.46123,20.475655,4.182,-2.303,1.871,RANGING,83.1,A,5,1.5,True
2023-12-09 15:00:00,2023-12-09 17:00:00,NEARUSDT,2.456,2.18104,2.86844,11.195,-0.373,1.456,RANGING,76.8,A,2,1.5,True
2023-12-15 09:00:00,2023-12-15 11:00:00,SOLUSDT,79.182,73.7295,87.36075,6.886,0.022,2.695,RANGING,93.2,A,3,1.5,False
2023-12-16 13:00:00,2023-12-16 15:00:00,NEARUSDT,2.388,2.22482,2.63277,6.833,-0.136,2.487,RANGING,92.3,A,3,1.5,True
2023-12-20 08:00:00,2023-12-20 10:00:00,NEARUSDT,2.826,2.32631,3.575535,17.682,-4.669,1.292,RANGING,74.4,B,1,1.5,True
2023-12-21 00:00:00,2023-12-21 02:00:00,DOTUSDT,7.104,6.80182,7.55727,4.254,-0.672,2.266,TRENDING,64.0,B,5,1.5,True
2023-12-21 07:00:00,2023-12-21 09:00:00,NEARUSDT,3.28,2.769085,4.046372,15.577,-1.946,3.246,RANGING,100.0,A,1,1.5,True
2023-12-22 06:00:00,2023-12-22 08:00:00,INJUSDT,39.343,38.111485,41.190273,3.13,0.03,1.519,RANGING,74.8,B,7,1.5,True
2023-12-22 06:00:00,2023-12-22 08:00:00,LTCUSDT,71.13,69.2719,73.91715,2.612,-0.086,2.223,RANGING,88.3,A,9,1.5,True
2023-12-22 07:00:00,2023-12-22 09:00:00,OPUSDT,2.8899,2.492475,3.486038,13.752,-7.048,2.244,RANGING,88.7,A,1,1.5,True
2023-12-22 07:00:00,2023-12-22 09:00:00,ARBUSDT,1.3157,1.137882,1.582427,13.515,-5.957,2.861,RANGING,97.9,A,1,1.5,False
2023-12-24 04:00:00,2023-12-24 06:00:00,OPUSDT,3.614,3.246387,4.16542,10.172,-10.204,2.596,RANGING,93.9,A,2,1.5,True
2023-12-24 04:00:00,2023-12-24 06:00:00,AVAXUSDT,47.26,44.083475,52.024787,6.721,-2.617,1.902,RANGING,83.5,A,3,1.5,False
2023-12-24 14:00:00,2023-12-24 16:00:00,LTCUSDT,72.39,71.441,73.8135,1.311,-0.128,2.15,RANGING,87.3,A,19,1.5,True
2023-12-24 16:00:00,2023-12-24 18:00:00,AVAXUSDT,49.261,46.250585,53.776623,6.111,-2.191,1.008,RANGING,70.1,B,4,1.5,False
2023-12-28 11:00:00,2023-12-28 13:00:00,BNBUSDT,334.62,318.6786,358.5321,4.764,-2.677,2.107,TRENDING,61.6,B,5,1.5,False
2023-12-31 19:00:00,2023-12-31 21:00:00,NEARUSDT,3.725,3.626775,3.872338,2.637,-4.745,2.71,RANGING,95.7,A,9,1.5,True
2024-01-01 09:00:00,2024-01-01 11:00:00,AVAXUSDT,39.572,37.88562,42.10157,4.262,-0.926,4.237,RANGING,100.0,A,5,1.5,False
2024-01-01 12:00:00,2024-01-01 14:00:00,INJUSDT,38.019,34.9643,42.60105,8.035,-5.319,6.901,RANGING,100.0,A,3,1.5,True
2024-01-05 07:00:00,2024-01-05 09:00:00,LINKUSDT,14.529,13.70115,15.770775,5.698,-2.474,2.487,TRENDING,67.3,B,4,1.5,True
2024-01-08 06:00:00,2024-01-08 08:00:00,MATICUSDT,0.7726,0.731026,0.83496,5.381,-2.216,1.165,RANGING,72.5,B,4,1.5,False
2024-01-08 06:00:00,2024-01-08 08:00:00,DOTUSDT,6.917,6.47148,7.58528,6.441,-1.195,1.006,RANGING,70.1,B,3,1.5,True
2024-01-08 06:00:00,2024-01-08 08:00:00,ATOMUSDT,9.286,8.820675,9.983988,5.011,-0.071,1.237,RANGING,73.6,B,4,1.5,True
2024-01-08 06:00:00,2024-01-08 08:00:00,SOLUSDT,90.036,84.6745,98.07825,5.955,-2.431,1.473,RANGING,77.1,A,4,1.5,False
2024-01-08 06:00:00,2024-01-08 08:00:00,LINKUSDT,13.405,12.454415,14.830878,7.091,-2.105,1.452,RANGING,76.8,A,3,1.5,True
2024-01-09 04:00:00,2024-01-09 06:00:00,AVAXUSDT,36.833,34.825,39.845,5.452,-1.736,2.972,TRENDING,74.6,B,4,1.5,False
2024-01-10 20:00:00,2024-01-10 22:00:00,DOTUSDT,7.916,6.757045,9.654432,14.641,0.184,3.972,TRENDING,56.6,B,1,1.5,True
2024-01-12 00:00:00,2024-01-12 02:00:00,ATOMUSDT,10.777,10.305215,11.484678,4.378,0.15,4.075,RANGING,85.0,A,5,1.5,True
2024-01-15 06:00:00,2024-01-15 08:00:00,INJUSDT,39.21,36.46675,43.324875,6.996,-2.251,2.483,TRENDING,67.2,B,3,1.5,True
2024-01-15 22:00:00,2024-01-16 00:00:00,DOTUSDT,7.553,7.365985,7.833523,2.476,0.245,2.297,RANGING,64.9,B,10,1.5,True
2024-01-19 23:00:00,2024-01-20 01:00:00,DOTUSDT,6.865,6.53317,7.362745,4.834,-0.035,2.004,TRENDING,60.1,B,5,1.5,True
2024-01-20 20:00:00,2024-01-20 22:00:00,LINKUSDT,15.841,15.54986,16.27771,1.838,-4.276,1.576,RANGING,78.6,A,13,1.5,True
2024-01-23 18:00:00,2024-01-23 20:00:00,APTUSDT,8.487,7.45255,10.038675,12.189,-3.222,4.97,TRENDING,75.0,A,2,1.5,True
2024-01-29 16:00:00,2024-01-29 18:00:00,INJUSDT,38.652,36.37919,42.061215,5.88,0.149,1.734,RANGING,66.2,B,4,1.5,True
2024-01-29 20:00:00,2024-01-29 22:00:00,INJUSDT,37.28,36.37919,39.100118,2.416,-1.712,1.193,RANGING,72.9,B,10,2.02,True
2024-02-03 22:00:00,2024-02-04 00:00:00,SOLUSDT,97.896,96.11899,100.561515,1.815,-0.076,1.065,RANGING,71.0,B,13,1.5,False
2024-02-03 22:00:00,2024-02-04 00:00:00,DOTUSDT,6.783,6.77595,6.820556,0.104,-0.888,1.336,RANGING,75.0,A,100,5.33,True
2024-02-04 07:00:00,2024-02-04 09:00:00,LINKUSDT,17.946,17.45628,18.68058,2.729,-0.936,1.273,RANGING,74.1,B,9,1.5,True
2024-02-04 14:00:00,2024-02-04 16:00:00,BNBUSDT,305.05,296.42045,317.994325,2.829,-2.307,15.645,RANGING,100.0,A,8,1.5,False
2024-02-07 07:00:00,2024-02-07 09:00:00,LINKUSDT,18.532,17.96174,19.38739,3.077,0.081,1.355,RANGING,67.3,B,8,1.5,True
2024-02-07 08:00:00,2024-02-07 10:00:00,ATOMUSDT,9.303,9.06644,9.65784,2.543,-0.091,1.947,RANGING,84.2,A,9,1.5,True
2024-02-07 14:00:00,2024-02-07 16:00:00,DOTUSDT,6.855,6.63466,7.18551,3.214,-0.242,2.398,RANGING,91.0,A,7,1.5,True
2024-02-07 14:00:00,2024-02-07 16:00:00,SOLUSDT,97.232,94.0872,101.9492,3.234,0.136,1.787,RANGING,68.2,B,7,1.5,False
2024-02-07 14:00:00,2024-02-07 16:00:00,AVAXUSDT,35.021,33.44792,37.38062,4.492,0.269,1.901,RANGING,56.7,B,5,1.5,False
2024-02-07 14:00:00,2024-02-07 16:00:00,NEARUSDT,2.798,2.669585,2.990623,4.59,-0.701,1.266,RANGING,74.0,B,5,1.5,True
2024-02-10 17:00:00,2024-02-10 19:00:00,LINKUSDT,18.631,17.88413,19.751305,4.009,-0.852,1.809,TRENDING,57.1,B,6,1.5,True
2024-02-10 23:00:00,2024-02-11 01:00:00,LINKUSDT,19.451,17.88413,21.801305,8.055,-0.817,1.901,TRENDING,58.5,B,3,1.5,True
2024-02-11 05:00:00,2024-02-11 07:00:00,LINKUSDT,20.347,17.88413,24.041305,12.104,-0.587,1.727,TRENDING,55.9,B,2,1.5,True
2024-02-12 06:00:00,2024-02-12 08:00:00,APTUSDT,8.949,8.86545,9.074325,0.934,-5.53,3.174,RANGING,100.0,A,26,1.5,True
2024-02-12 06:00:00,2024-02-12 08:00:00,DOTUSDT,7.093,6.950075,7.307388,2.015,-1.842,3.186,RANGING,100.0,A,12,1.5,True
2024-02-12 17:00:00,2024-02-12 19:00:00,LINKUSDT,20.624,19.779605,22.022672,4.094,-0.228,1.344,RANGING,75.2,A,6,1.66,True
2024-02-14 00:00:00,2024-02-14 02:00:00,LINKUSDT,20.147,19.268175,21.465237,4.362,0.076,2.225,TRENDING,55.7,B,5,1.5,True
2024-02-14 09:00:00,2024-02-14 11:00:00,ATOMUSDT,10.369,10.010695,11.112486,3.456,0.096,2.049,RANGING,76.2,A,7,2.08,True
2024-02-14 09:00:00,2024-02-14 11:00:00,DOTUSDT,7.666,7.07246,8.55631,7.742,0.285,2.222,RANGING,59.8,B,3,1.5,True
2024-02-16 23:00:00,2024-02-17 01:00:00,SOLUSDT,109.893,107.46,113.5425,2.214,0.104,1.6,RANGING,68.6,B,11,1.5,False
2024-02-17 07:00:00,2024-02-17 09:00:00,NEARUSDT,3.249,3.19992,3.32262,1.511,-1.451,1.995,RANGING,84.9,A,16,1.5,True
2024-02-17 07:00:00,2024-02-17 09:00:00,LINKUSDT,19.389,19.17166,19.71501,1.121,-0.614,1.378,RANGING,75.7,A,22,1.5,True
2024-02-17 20:00:00,2024-02-17 22:00:00,DOTUSDT,7.698,7.304295,8.288558,5.114,0.291,2.3,RANGING,60.4,B,4,1.5,True
2024-02-17 21:00:00,2024-02-17 23:00:00,OPUSDT,3.5823,3.447277,3.784835,3.769,-0.044,1.672,RANGING,80.1,A,6,1.5,True
2024-02-18 18:00:00,2024-02-18 20:00:00,LINKUSDT,20.062,19.662195,20.661708,1.993,0.166,2.511,RANGING,76.0,A,12,1.5,True
2024-02-19 00:00:00,2024-02-19 02:00:00,INJUSDT,38.68,38.063725,39.604412,1.593,-1.349,1.598,RANGING,79.0,A,15,1.5,True
2024-02-21 23:00:00,2024-02-22 01:00:00,BNBUSDT,376.16,362.03075,397.353875,3.756,-0.049,1.486,RANGING,77.3,A,6,1.5,False
2024-02-25 22:00:00,2024-02-26 00:00:00,DOTUSDT,7.879,7.65553,8.214205,2.836,-2.174,2.708,TRENDING,70.6,B,8,1.5,True
2024-02-26 13:00:00,2024-02-26 15:00:00,BNBUSDT,396.31,381.69195,418.237075,3.689,-0.075,1.063,RANGING,71.0,B,6,1.5,False
2024-02-26 13:00:00,2024-02-26 15:00:00,NEARUSDT,4.122,3.68548,4.77678,10.59,0.167,5.174,RANGING,83.3,A,2,1.5,True
2024-02-26 15:00:00,2024-02-26 17:00:00,MATICUSDT,1.0685,0.967339,1.220242,9.468,0.132,1.179,RANGING,59.4,B,2,1.5,False
2024-02-28 08:00:00,2024-02-28 10:00:00,INJUSDT,40.535,36.616995,46.412007,9.666,-0.058,2.506,TRENDING,67.6,B,2,1.5,True
2024-02-28 09:00:00,2024-02-28 11:00:00,ARBUSDT,1.8933,1.846123,2.024805,2.492,-0.366,2.134,TRENDING,62.0,B,10,2.79,False
2024-02-29 00:00:00,2024-02-29 02:00:00,MATICUSDT,1.0208,0.942166,1.138752,7.703,-0.463,2.099,TRENDING,61.5,B,3,1.5,False
2024-02-29 00:00:00,2024-02-29 02:00:00,DOTUSDT,8.403,7.63762,9.55107,9.108,-0.309,1.928,TRENDING,58.9,B,2,1.5,True
2024-02-29 00:00:00,2024-02-29 02:00:00,AVAXUSDT,41.503,35.16927,51.003595,15.261,-0.704,3.442,TRENDING,75.0,A,1,1.5,False
2024-02-29 00:00:00,2024-02-29 02:00:00,NEARUSDT,3.937,3.3631,4.79785,14.577,-0.769,2.828,TRENDING,72.4,B,1,1.5,True
2024-03-02 11:00:00,2024-03-02 13:00:00,LTCUSDT,91.75,82.2268,106.0348,10.38,-2.408,1.198,RANGING,73.0,B,2,1.5,True
2024-03-03 12:00:00,2024-03-03 14:00:00,LTCUSDT,90.57,82.7641,102.27885,8.619,-0.396,1.602,RANGING,79.0,A,2,1.5,True
2024-03-06 18:00:00,2024-03-06 20:00:00,ATOMUSDT,13.579,11.91413,16.076305,12.261,-1.678,1.057,RANGING,70.9,B,2,1.5,True
2024-03-07 11:00:00,2024-03-07 13:00:00,AVAXUSDT,43.51,41.492495,46.536258,4.637,0.124,2.082,RANGING,73.8,B,5,1.5,False
2024-03-10 04:00:00,2024-03-10 06:00:00,BNBUSDT,494.23,476.87365,520.264525,3.512,-0.32,2.717,RANGING,95.8,A,7,1.5,False
2024-03-10 07:00:00,2024-03-10 09:00:00,ARBUSDT,2.0849,2.05766,2.138387,1.307,-0.665,2.16,TRENDING,62.4,B,19,1.96,False
2024-03-10 07:00:00,2024-03-10 09:00:00,AVAXUSDT,43.025,42.55416,44.128791,1.094,-0.101,1.96,TRENDING,59.4,B,22,2.34,False
2024-03-10 21:00:00,2024-03-10 23:00:00,LINKUSDT,21.703,19.286085,25.328372,11.136,-0.958,6.302,RANGING,100.0,A,2,1.5,True
2024-03-12 02:00:00,2024-03-12 04:00:00,SOLUSDT,154.037,144.7725,167.93375,6.014,0.181,2.923,TRENDING,55.7,B,4,1.5,False
2024-03-12 12:00:00,2024-03-12 14:00:00,AVAXUSDT,49.392,46.208795,54.166808,6.445,-0.138,1.822,TRENDING,57.3,B,3,1.5,False
2024-03-12 13:00:00,2024-03-12 15:00:00,INJUSDT,49.101,41.114395,61.080908,16.266,-0.053,1.908,TRENDING,58.6,B,1,1.5,True
2024-03-13 00:00:00,2024-03-13 02:00:00,ARBUSDT,2.0692,1.8905,2.33725,8.636,0.05,3.791,TRENDING,70.0,B,2,1.5,False
2024-03-13 00:00:00,2024-03-13 02:00:00,NEARUSDT,8.26,6.96699,10.199515,15.654,-0.681,2.28,TRENDING,64.2,B,1,1.5,True
2024-03-14 08:00:00,2024-03-14 10:00:00,APTUSDT,14.213,13.00465,16.025525,8.502,0.135,2.495,RANGING,79.0,A,2,1.5,True
2024-03-15 01:00:00,2024-03-15 03:00:00,AVAXUSDT,54.23,50.26939,60.170915,7.303,-1.131,2.304,TRENDING,64.6,B,3,1.5,False
2024-03-18 07:00:00,2024-03-18 09:00:00,LINKUSDT,18.803,18.12094,19.82609,3.627,-0.366,1.384,RANGING,75.8,A,6,1.5,True
2024-03-18 07:00:00,2024-03-18 09:00:00,DOTUSDT,10.188,9.678365,10.952453,5.002,0.029,2.241,RANGING,85.8,A,4,1.5,True
2024-03-21 10:00:00,2024-03-21 12:00:00,BNBUSDT,559.47,538.40445,591.068325,3.765,-0.417,1.014,RANGING,70.2,B,6,1.5,False
2024-03-21 13:00:00,2024-03-21 15:00:00,LINKUSDT,18.502,17.805525,19.546712,3.764,-0.856,2.62,RANGING,94.3,A,6,1.5,True
2024-03-23 09:00:00,2024-03-23 11:00:00,LTCUSDT,86.6,82.4855,92.77175,4.751,-0.536,1.052,RANGING,70.8,B,5,1.5,True
2024-03-25 00:00:00,2024-03-25 02:00:00,NEARUSDT,7.116,6.39984,8.19024,10.064,-0.521,1.715,RANGING,80.7,A,2,1.5,True
2024-03-25 00:00:00,2024-03-25 02:00:00,OPUSDT,3.7623,3.605084,3.998124,4.179,-0.513,1.103,RANGING,71.6,B,5,1.5,True
2024-03-28 06:00:00,2024-03-28 08:00:00,LTCUSDT,96.27,92.76385,101.529225,3.642,0.038,1.087,RANGING,67.5,B,6,1.5,True
2024-03-28 22:00:00,2024-03-29 00:00:00,AVAXUSDT,54.417,53.490205,55.807192,1.703,0.033,1.101,RANGING,68.2,B,14,1.5,False
2024-03-29 14:00:00,2024-03-29 16:00:00,SOLUSDT,184.99,182.629265,188.531103,1.276,-0.412,1.933,RANGING,84.0,A,19,1.5,False
2024-03-29 20:00:00,2024-03-29 22:00:00,SOLUSDT,192.399,183.305865,206.038702,4.726,-0.871,2.065,RANGING,86.0,A,5,1.5,False
2024-03-29 21:00:00,2024-03-29 23:00:00,APTUSDT,17.224,16.701075,18.008388,3.036,-1.876,2.489,RANGING,92.3,A,8,1.5,True
2024-03-30 02:00:00,2024-03-30 04:00:00,ATOMUSDT,12.697,12.2186,13.4146,3.768,-7.908,2.045,RANGING,85.7,A,6,1.5,True
2024-03-30 03:00:00,2024-03-30 05:00:00,OPUSDT,3.7585,3.550259,4.070861,5.541,-1.118,1.422,RANGING,76.3,A,4,1.5,True
2024-03-31 13:00:00,2024-03-31 15:00:00,DOTUSDT,9.581,9.34703,9.931955,2.442,-0.801,1.051,RANGING,70.8,B,10,1.5,True
2024-03-31 14:00:00,2024-03-31 16:00:00,NEARUSDT,7.296,7.083405,7.614893,2.914,-1.591,1.852,RANGING,82.8,A,8,1.5,True
2024-03-31 14:00:00,2024-03-31 16:00:00,APTUSDT,16.81,16.32795,17.533075,2.868,-0.544,1.021,RANGING,70.3,B,8,1.5,True
2024-03-31 15:00:00,2024-03-31 17:00:00,LTCUSDT,103.29,101.8084,105.5124,1.434,-2.702,1.335,RANGING,75.0,A,17,1.5,True
2024-04-03 06:00:00,2024-04-03 08:00:00,NEARUSDT,6.839,5.97,8.1425,12.707,-0.502,1.668,TRENDING,55.0,B,1,1.5,True
2024-04-04 09:00:00,2024-04-04 11:00:00,ATOMUSDT,11.098,10.615655,11.821518,4.346,-0.846,3.197,RANGING,100.0,A,5,1.5,True
2024-04-12 04:00:00,2024-04-12 06:00:00,BNBUSDT,624.9,595.25875,669.361875,4.743,-0.25,1.869,RANGING,83.0,A,5,1.5,False
2024-04-18 11:00:00,2024-04-18 13:00:00,LTCUSDT,81.14,78.1871,85.56935,3.639,-2.174,1.077,RANGING,71.2,B,6,1.5,True
2024-04-20 06:00:00,2024-04-20 08:00:00,NEARUSDT,5.764,5.45658,6.22513,5.333,-0.707,1.99,RANGING,84.9,A,4,1.5,True
2024-04-20 14:00:00,2024-04-20 16:00:00,INJUSDT,28.519,27.23315,30.447775,4.509,-1.686,2.14,RANGING,87.1,A,5,1.5,True
2024-04-22 00:00:00,2024-04-22 02:00:00,DOTUSDT,7.143,6.92122,7.47567,3.105,0.111,1.44,RANGING,65.5,B,8,1.5,True
2024-04-22 00:00:00,2024-04-22 02:00:00,BNBUSDT,582.97,563.33915,612.416275,3.367,0.135,1.511,RANGING,64.1,B,7,1.5,False
2024-04-22 01:00:00,2024-04-22 03:00:00,LTCUSDT,85.32,82.2666,89.9001,3.579,-0.434,1.962,RANGING,84.4,A,6,1.5,True
2024-04-26 12:00:00,2024-04-26 14:00:00,LTCUSDT,87.95,82.6248,95.9378,6.055,-0.916,6.176,RANGING,100.0,A,4,1.5,True
2024-04-29 13:00:00,2024-04-29 15:00:00,AVAXUSDT,34.938,32.644955,38.377568,6.563,-0.097,3.289,TRENDING,75.0,A,3,1.5,False
2024-05-01 12:00:00,2024-05-01 14:00:00,ARBUSDT,1.0208,0.964056,1.105917,5.559,-0.972,2.734,TRENDING,71.0,B,4,1.5,False
2024-05-01 12:00:00,2024-05-01 14:00:00,OPUSDT,2.5318,2.378946,2.761082,6.037,-0.917,2.69,TRENDING,70.4,B,4,1.5,True
2024-05-02 16:00:00,2024-05-02 18:00:00,OPUSDT,2.817,2.674262,3.031108,5.067,-0.38,1.577,RANGING,78.7,A,4,1.5,True
2024-05-05 00:00:00,2024-05-05 02:00:00,AVAXUSDT,37.383,35.13743,40.751355,6.007,0.179,3.275,TRENDING,57.1,B,4,1.5,False
2024-05-06 08:00:00,2024-05-06 10:00:00,DOTUSDT,7.272,7.18191,7.519232,1.239,-0.9,1.911,TRENDING,58.7,B,20,2.74,True
2024-05-06 08:00:00,2024-05-06 10:00:00,ETHUSDT,3144.32,3107.385,3251.219768,1.175,-0.003,1.771,TRENDING,56.6,B,21,2.89,False
2024-05-08 19:00:00,2024-05-08 21:00:00,BNBUSDT,587.08,575.91595,603.826075,1.902,-0.448,2.461,TRENDING,66.9,B,13,1.5,False
2024-05-09 04:00:00,2024-05-09 06:00:00,NEARUSDT,7.232,6.745105,7.962343,6.733,-1.871,3.619,TRENDING,75.0,A,3,1.5,True
2024-05-09 15:00:00,2024-05-09 17:00:00,BNBUSDT,592.65,586.055,615.736923,1.113,0.094,4.811,TRENDING,65.6,B,22,3.5,False
2024-05-10 12:00:00,2024-05-10 14:00:00,INJUSDT,25.755,22.68202,30.36447,11.932,-1.796,2.559,TRENDING,68.4,B,2,1.5,True
2024-05-14 11:00:00,2024-05-14 13:00:00,LTCUSDT,79.56,78.605,80.9925,1.2,-3.281,2.248,TRENDING,63.7,B,20,1.5,True
2024-05-14 12:00:00,2024-05-14 14:00:00,AVAXUSDT,31.955,31.41414,32.76629,1.693,-0.721,3.667,TRENDING,75.0,A,14,1.5,False
2024-05-14 12:00:00,2024-05-14 14:00:00,NEARUSDT,7.065,7.03266,7.11351,0.458,-0.999,3.531,TRENDING,75.0,A,54,1.5,True
2024-05-18 00:00:00,2024-05-18 02:00:00,LINKUSDT,16.185,15.84836,16.68996,2.08,-0.288,1.956,TRENDING,59.3,B,12,1.5,True
2024-05-18 00:00:00,2024-05-18 02:00:00,ARBUSDT,1.023,0.965946,1.108581,5.577,0.16,2.774,TRENDING,55.6,B,4,1.5,False
2024-05-18 00:00:00,2024-05-18 02:00:00,AVAXUSDT,37.287,36.02696,39.17706,3.379,-1.323,1.979,TRENDING,59.7,B,7,1.5,False
2024-05-20 00:00:00,2024-05-20 02:00:00,ATOMUSDT,8.23,8.110245,8.409633,1.455,0.108,2.657,RANGING,84.1,A,17,1.5,True
2024-05-20 00:00:00,2024-05-20 02:00:00,ARBUSDT,0.9688,0.957588,0.985618,1.157,-0.103,1.467,RANGING,77.0,A,21,1.5,False
